  Frame NC3-PO4 PO4-GL1 GL1-GL2 GL1-C1B GL2-C1A C1A-D2A D2A-C3A C3A-C4A C1B-C2B C2B-C3B C3B-C4B
-----------------------------------------------------------------------------------------------
     36  -0.150   0.619  -0.233   0.303  -0.054   0.392   0.236   0.217   0.441   0.372   0.263
     37  -0.114   0.611  -0.197   0.324  -0.078   0.372   0.211   0.176   0.465   0.367   0.190
     38  -0.148   0.650  -0.206   0.314  -0.076   0.388   0.250   0.154   0.499   0.367   0.218
     39  -0.093   0.648  -0.219   0.284  -0.070   0.421   0.266   0.184   0.461   0.341   0.212
     40  -0.099   0.651  -0.240   0.259  -0.023   0.396   0.212   0.152   0.431   0.382   0.204
     41  -0.145   0.572  -0.234   0.275  -0.025   0.439   0.227   0.203   0.434   0.346   0.215
     42  -0.138   0.617  -0.208   0.309  -0.072   0.363   0.253   0.195   0.473   0.368   0.214
     43  -0.132   0.622  -0.227   0.289  -0.054   0.426   0.283   0.204   0.447   0.361   0.233
     44  -0.132   0.614  -0.187   0.270  -0.065   0.403   0.255   0.200   0.476   0.375   0.226
     45  -0.121   0.618  -0.193   0.311  -0.060   0.393   0.198   0.160   0.409   0.309   0.187
     46  -0.145   0.636  -0.224   0.272  -0.049   0.410   0.207   0.196   0.425   0.364   0.195
     47  -0.144   0.635  -0.215   0.291  -0.058   0.434   0.250   0.213   0.444   0.350   0.216
     48  -0.146   0.597  -0.232   0.287  -0.062   0.382   0.251   0.178   0.453   0.348   0.207
     49  -0.132   0.615  -0.216   0.292  -0.075   0.445   0.200   0.179   0.478   0.368   0.249
     50  -0.133   0.643  -0.209   0.281  -0.054   0.391   0.233   0.197   0.431   0.353   0.225
     51  -0.131   0.600  -0.225   0.268  -0.072   0.389   0.277   0.200   0.417   0.343   0.205
     52  -0.152   0.624  -0.217   0.321  -0.085   0.407   0.216   0.237   0.454   0.313   0.247
     53  -0.154   0.640  -0.217   0.312  -0.062   0.437   0.218   0.186   0.475   0.379   0.222
     54  -0.120   0.628  -0.191   0.301  -0.084   0.420   0.256   0.190   0.454   0.399   0.238
     55  -0.144   0.639  -0.223   0.300  -0.038   0.412   0.226   0.149   0.482   0.363   0.250
     56  -0.154   0.603  -0.183   0.313  -0.069   0.399   0.262   0.204   0.437   0.339   0.250
     57  -0.151   0.655  -0.228   0.298  -0.066   0.391   0.250   0.201   0.468   0.366   0.265
     58  -0.156   0.622  -0.247   0.308  -0.074   0.431   0.238   0.129   0.474   0.385   0.213
     59  -0.130   0.615  -0.230   0.296  -0.070   0.460   0.220   0.168   0.457   0.352   0.225
     60  -0.118   0.610  -0.206   0.292  -0.071   0.393   0.215   0.141   0.433   0.357   0.203
     61  -0.161   0.645  -0.225   0.286  -0.047   0.402   0.189   0.153   0.449   0.401   0.223
     62  -0.117   0.604  -0.236   0.257  -0.011   0.424   0.239   0.206   0.463   0.341   0.189
     63  -0.111   0.635  -0.201   0.297  -0.076   0.394   0.216   0.180   0.438   0.413   0.206
     64  -0.167   0.601  -0.222   0.278  -0.040   0.432   0.233   0.213   0.411   0.375   0.258
     65  -0.136   0.589  -0.220   0.255  -0.036   0.414   0.274   0.213   0.458   0.353   0.227
     66  -0.128   0.603  -0.189   0.276  -0.055   0.396   0.211   0.163   0.458   0.371   0.208
     67  -0.114   0.610  -0.195   0.318  -0.066   0.468   0.235   0.187   0.454   0.366   0.245
     68  -0.082   0.641  -0.204   0.288  -0.045   0.439   0.207   0.131   0.450   0.381   0.241
     69  -0.115   0.617  -0.210   0.291  -0.057   0.409   0.205   0.140   0.481   0.368   0.198
     70  -0.103   0.632  -0.202   0.285  -0.090   0.407   0.271   0.166   0.440   0.357   0.228
     71  -0.145   0.604  -0.191   0.296  -0.081   0.396   0.231   0.154   0.455   0.373   0.264
     72  -0.113   0.620  -0.199   0.281  -0.062   0.419   0.255   0.224   0.469   0.367   0.208
     73  -0.106   0.624  -0.214   0.269  -0.022   0.405   0.220   0.204   0.432   0.345   0.259
     74  -0.131   0.611  -0.191   0.316  -0.095   0.423   0.198   0.158   0.478   0.375   0.201
     75  -0.177   0.634  -0.189   0.328  -0.079   0.385   0.244   0.163   0.396   0.369   0.178
     76  -0.124   0.645  -0.224   0.296  -0.047   0.388   0.231   0.179   0.465   0.387   0.213
     77  -0.119   0.633  -0.190   0.321  -0.059   0.402   0.204   0.174   0.455   0.399   0.255
     78  -0.116   0.633  -0.216   0.311  -0.068   0.426   0.205   0.195   0.446   0.364   0.257
     79  -0.126   0.617  -0.191   0.305  -0.058   0.417   0.289   0.242   0.460   0.359   0.193
     80  -0.150   0.639  -0.242   0.295  -0.049   0.384   0.239   0.158   0.489   0.388   0.258
     81  -0.122   0.644  -0.199   0.301  -0.061   0.414   0.241   0.190   0.415   0.352   0.245
     82  -0.111   0.627  -0.220   0.283  -0.064   0.410   0.258   0.195   0.459   0.370   0.150
     83  -0.117   0.622  -0.213   0.286  -0.037   0.434   0.229   0.190   0.475   0.385   0.215
     84  -0.164   0.653  -0.219   0.297  -0.029   0.406   0.258   0.218   0.485   0.345   0.185
     85  -0.129   0.603  -0.224   0.294  -0.042   0.394   0.218   0.182   0.437   0.359   0.215
     86  -0.155   0.616  -0.192   0.298  -0.077   0.421   0.210   0.133   0.429   0.312   0.231
     87  -0.133   0.621  -0.201   0.307  -0.081   0.373   0.249   0.171   0.459   0.409   0.182
